"ProtocolName","LabelName","GroupValues","Size","Estimator","ROC_AUC","ClassificationPointType","Direction","Threshold","Accuracy","Precision","Recall","f1","Percent","tp","fp","tn","fn"
"5-HT6","Ki","NA","163","Smile Bernoulli NB classification","0.7998568702290079","Fixed","UP","7.223326631497534","0.5521472392638037","0.28865979381443296","0.875","0.434108527131783","20.0","28.0","69.0","62.0","4.0"
"5-HT6","Ki","NA","163","Weka RF classification","0.77337786259542","Fixed","UP","7.223326631497534","0.8220858895705522","0.5789473684210527","0.34375","0.4313725490196078","20.0","11.0","8.0","123.0","21.0"
"5-HT6","Ki","NA","163","Smile SVC Tanimoto classification","0.7707538167938932","Fixed","UP","7.223326631497534","0.8098159509202454","0.5263157894736842","0.3125","0.39215686274509803","20.0","10.0","9.0","122.0","22.0"
"5-HT6","Ki","NA","163","Weka RF on folded fp classification","0.7560830152671756","Fixed","UP","7.223326631497534","0.8220858895705522","0.6363636363636364","0.21875","0.3255813953488372","20.0","7.0","4.0","127.0","25.0"
"5-HT6","Ki","NA","163","Smile SVC RBF classification","0.7483301526717564","Fixed","UP","7.223326631497534","0.8220858895705522","0.6363636363636364","0.21875","0.3255813953488372","20.0","7.0","4.0","127.0","25.0"
"5-HT6","Ki","NA","163","Smile SVC Poly classification","0.7416507633587792","Fixed","UP","7.223326631497534","0.803680981595092","0.0","0.0","0.0","20.0","0.0","0.0","131.0","32.0"
"5-HT6","Ki","NA","163","Weka RF on folded fp classification","0.8545470819906904","Fixed","UP","6.829808732159279","0.7852760736196319","0.75","0.42857142857142855","0.5454545454545454","30.0","21.0","7.0","107.0","28.0"
"5-HT6","Ki","NA","163","Weka RF classification","0.835034013605442","Fixed","UP","6.829808732159279","0.7607361963190185","0.6190476190476191","0.5306122448979592","0.5714285714285714","30.0","26.0","16.0","98.0","23.0"
"5-HT6","Ki","NA","163","Smile Bernoulli NB classification","0.8284998209810233","Fixed","UP","6.829808732159279","0.6625766871165644","0.4673913043478261","0.8775510204081632","0.6099290780141844","30.0","43.0","49.0","65.0","6.0"
"5-HT6","Ki","NA","163","Smile SVC Tanimoto classification","0.8250984604368061","Fixed","UP","6.829808732159279","0.8343558282208589","0.775","0.6326530612244898","0.6966292134831462","30.0","31.0","9.0","105.0","18.0"
"5-HT6","Ki","NA","163","Smile SVC Poly classification","0.8063014679556024","Fixed","UP","6.829808732159279","0.7055214723926381","1.0","0.02040816326530612","0.039999999999999994","30.0","1.0","0.0","114.0","48.0"
