"ProtocolName","LabelName","GroupValues","Size","Estimator","ROC_AUC","ClassificationPointType","Direction","Threshold","Accuracy","Precision","Recall","f1","Percent","tp","fp","tn","fn"
"5-HT6","Ki","NA","163","RBF Smile SVM descriptors regression","0.8542461832061067","Fixed","UP","7.223326631497534","0.852760736196319","0.6333333333333333","0.59375","0.6129032258064516","20.0","19","11","120","13"
"5-HT6","Ki","NA","163","Tanimoto Smile SVM regression","0.8494751908396949","Fixed","UP","7.223326631497534","0.8343558282208589","0.6086956521739131","0.4375","0.5090909090909091","20.0","14","9","122","18"
"5-HT6","Ki","NA","163","RBF libSVM folded fingerprints regression","0.8404103053435117","Fixed","UP","7.223326631497534","0.7975460122699386","0.47368421052631576","0.28125","0.35294117647058826","20.0","9","10","121","23"
"5-HT6","Ki","NA","163","Weka RF descriptors regression","0.8578244274809164","Fixed","UP","7.223326631497534","0.8343558282208589","0.6470588235294118","0.34375","0.4489795918367347","20.0","11","6","125","21"
"5-HT6","Ki","NA","163","Weka RF folded fingerprints regression","0.8349236641221378","Fixed","UP","7.223326631497534","0.8159509202453987","0.625","0.15625","0.25","20.0","5","3","128","27"
"5-HT6","Ki","NA","163","Elastic Net on folded fingerprints regression","0.8284828244274814","Fixed","UP","7.223326631497534","0.8098159509202454","0.5217391304347826","0.375","0.43636363636363634","20.0","12","11","120","20"
"5-HT6","Ki","NA","163","Poly Smile SVM fingerprints regression","0.8275286259541988","Fixed","UP","7.223326631497534","0.8098159509202454","0.5333333333333333","0.25","0.3404255319148936","20.0","8","7","124","24"
"5-HT6","Ki","NA","163","RBF Smile SVM descriptors regression","0.8796992481203001","Fixed","UP","6.829808732159279","0.8343558282208589","0.7291666666666666","0.7142857142857143","0.7216494845360826","30.0","35","13","101","14"
"5-HT6","Ki","NA","163","Tanimoto Smile SVM regression","0.8718224131757966","Fixed","UP","6.829808732159279","0.8282208588957055","0.7837837837837838","0.5918367346938775","0.6744186046511628","30.0","29","8","106","20"
"5-HT6","Ki","NA","163","RBF libSVM folded fingerprints regression","0.8796992481203004","Fixed","UP","6.829808732159279","0.8098159509202454","0.8","0.4897959183673469","0.6075949367088609","30.0","24","6","108","25"
"5-HT6","Ki","NA","163","Weka RF descriptors regression","0.8612602935911202","Fixed","UP","6.829808732159279","0.7791411042944786","0.7096774193548387","0.4489795918367347","0.5499999999999999","30.0","22","9","105","27"
"5-HT6","Ki","NA","163","Weka RF folded fingerprints regression","0.8634085213032581","Fixed","UP","6.829808732159279","0.803680981595092","0.8695652173913043","0.40816326530612246","0.5555555555555556","30.0","20","3","111","29"
"5-HT6","Ki","NA","163","Elastic Net on folded fingerprints regression","0.8737916219119222","Fixed","UP","6.829808732159279","0.8159509202453987","0.8275862068965517","0.4897959183673469","0.6153846153846154","30.0","24","5","109","25"
"5-HT6","Ki","NA","163","Poly Smile SVM fingerprints regression","0.8746867167919794","Fixed","UP","6.829808732159279","0.7914110429447853","0.8","0.40816326530612246","0.5405405405405406","30.0","20","5","109","29"
"5-HT6","Ki","NA","163","RBF Smile SVM descriptors regression","0.907221350078493","Fixed","UP","6.358791595378872","0.8404907975460123","0.7746478873239436","0.8461538461538461","0.8088235294117647","40.0","55","16","82","10"
"5-HT6","Ki","NA","163","Tanimoto Smile SVM regression","0.8855572998430141","Fixed","UP","6.358791595378872","0.8098159509202454","0.7575757575757576","0.7692307692307693","0.7633587786259541","40.0","50","16","82","15"
"5-HT6","Ki","NA","163","RBF libSVM folded fingerprints regression","0.9048665620094191","Fixed","UP","6.358791595378872","0.8220858895705522","0.8333333333333334","0.6923076923076923","0.7563025210084034","40.0","45","9","89","20"
"5-HT6","Ki","NA","163","Weka RF descriptors regression","0.8960753532182103","Fixed","UP","6.358791595378872","0.7852760736196319","0.75","0.6923076923076923","0.7199999999999999","40.0","45","15","83","20"
"5-HT6","Ki","NA","163","Weka RF folded fingerprints regression","0.8726844583987442","Fixed","UP","6.358791595378872","0.7730061349693251","0.7692307692307693","0.6153846153846154","0.6837606837606838","40.0","40","12","86","25"
"5-HT6","Ki","NA","163","Elastic Net on folded fingerprints regression","0.8926216640502356","Fixed","UP","6.358791595378872","0.7975460122699386","0.8076923076923077","0.6461538461538462","0.717948717948718","40.0","42","10","88","23"
"5-HT6","Ki","NA","163","Poly Smile SVM fingerprints regression","0.9004709576138148","Fixed","UP","6.358791595378872","0.7852760736196319","0.8571428571428571","0.5538461538461539","0.6728971962616823","40.0","36","6","92","29"
"5-HT6","Ki","NA","163","RBF Smile SVM descriptors regression","0.8852755194218602","Fixed","UP","5.800000874803203","0.7791411042944786","0.73","0.8902439024390244","0.8021978021978022","50.0","73","27","54","9"
"5-HT6","Ki","NA","163","Tanimoto Smile SVM regression","0.8595302619692862","Fixed","UP","5.800000874803203","0.7668711656441718","0.7037037037037037","0.926829268292683","0.8000000000000002","50.0","76","32","49","6"
"5-HT6","Ki","NA","163","RBF libSVM folded fingerprints regression","0.8664558867810901","Fixed","UP","5.800000874803203","0.7668711656441718","0.7291666666666666","0.8536585365853658","0.7865168539325843","50.0","70","26","55","12"
"5-HT6","Ki","NA","163","Weka RF descriptors regression","0.8593797049081597","Fixed","UP","5.800000874803203","0.7300613496932515","0.6792452830188679","0.8780487804878049","0.7659574468085106","50.0","72","34","47","10"
"5-HT6","Ki","NA","163","Weka RF folded fingerprints regression","0.8480879253236978","Fixed","UP","5.800000874803203","0.7300613496932515","0.6862745098039216","0.8536585365853658","0.7608695652173912","50.0","70","32","49","12"
"5-HT6","Ki","NA","163","Elastic Net on folded fingerprints regression","0.8610358325805473","Fixed","UP","5.800000874803203","0.7791411042944786","0.7395833333333334","0.8658536585365854","0.797752808988764","50.0","71","25","56","11"
