"ProtocolName","LabelName","GroupValues","Size","Estimator","ROC_AUC","ClassificationPointType","Direction","Threshold","Accuracy","Precision","Recall","f1","Percent","tp","fp","tn","fn"
"5-HT6","Ki","NA","163","Weka RF classification","0.9098708800543662","Fixed","UP","6.6873013348446735","0.852760736196319","0.7777777777777778","0.7777777777777778","0.7777777777777778","33.0","42","12","97","12"
"5-HT6","Ki","NA","163","Weka RF on folded fp classification","0.8742779476724434","Fixed","UP","6.6873013348446735","0.8282208588957055","0.825","0.6111111111111112","0.7021276595744681","33.0","33","7","102","21"
"5-HT6","Ki","NA","163","Smile SVC RBF classification","0.8703703703703706","Fixed","UP","6.6873013348446735","0.7914110429447853","0.8571428571428571","0.4444444444444444","0.5853658536585367","33.0","24","4","105","30"
"5-HT6","Ki","NA","163","Smile SVC Tanimoto classification","0.8698606863744472","Fixed","UP","6.6873013348446735","0.8588957055214724","0.8163265306122449","0.7407407407407407","0.7766990291262137","33.0","40","9","100","14"
"5-HT6","Ki","NA","163","Smile Bernoulli NB classification","0.8568637444784231","Fixed","UP","6.6873013348446735","0.7055214723926381","0.5333333333333333","0.8888888888888888","0.6666666666666667","33.0","48","42","67","6"
"5-HT6","Ki","NA","163","Smile SVC Poly classification","0.8423377505946309","Fixed","UP","6.6873013348446735","0.6871165644171779","1.0","0.05555555555555555","0.10526315789473684","33.0","3","0","109","51"
"DOPAMINE D3","Ki","NA","173","Weka RF on folded fp classification","0.8380217785843915","Fixed","UP","8.036054900525063","0.7687861271676301","0.7575757575757576","0.43859649122807015","0.5555555555555555","33.0","25","8","108","32"
"DOPAMINE D3","Ki","NA","173","Smile Bernoulli NB classification","0.8378705384150029","Fixed","UP","8.036054900525063","0.6473988439306358","0.4818181818181818","0.9298245614035088","0.6347305389221558","33.0","53","57","59","4"
"DOPAMINE D3","Ki","NA","173","Smile SVC Poly classification","0.8053539019963711","Fixed","UP","8.036054900525063","0.6705202312138728","0.0","0.0","0.0","33.0","0","0","116","57"
"DOPAMINE D3","Ki","NA","173","Smile SVC Tanimoto classification","0.8053539019963701","Fixed","UP","8.036054900525063","0.7572254335260116","0.6363636363636364","0.6140350877192983","0.625","33.0","35","20","96","22"
"DOPAMINE D3","Ki","NA","173","Smile SVC RBF classification","0.7781306715063523","Fixed","UP","8.036054900525063","0.7398843930635838","0.8","0.2807017543859649","0.41558441558441556","33.0","16","4","112","41"
"DOPAMINE D3","Ki","NA","173","Weka RF classification","0.7776769509981851","Fixed","UP","8.036054900525063","0.7514450867052023","0.64","0.5614035087719298","0.5981308411214953","33.0","32","18","98","25"
"DOPAMINE D4","Ki","NA","137","Weka RF on folded fp classification","0.8079710144927534","Fixed","UP","7.62829112490764","0.7518248175182481","0.6774193548387096","0.4666666666666667","0.5526315789473684","33.0","21","10","82","24"
"DOPAMINE D4","Ki","NA","137","Smile Bernoulli NB classification","0.7753623188405797","Fixed","UP","7.62829112490764","0.5912408759124088","0.43820224719101125","0.8666666666666667","0.582089552238806","33.0","39","50","42","6"
"DOPAMINE D4","Ki","NA","137","Smile SVC Tanimoto classification","0.7746376811594199","Fixed","UP","7.62829112490764","0.7299270072992701","0.5833333333333334","0.6222222222222222","0.6021505376344085","33.0","28","20","72","17"
"DOPAMINE D4","Ki","NA","137","Weka RF classification","0.764975845410628","Fixed","UP","7.62829112490764","0.7226277372262774","0.5945945945945946","0.4888888888888889","0.5365853658536586","33.0","22","15","77","23"
"DOPAMINE D4","Ki","NA","137","Smile SVC RBF classification","0.7625603864734295","Fixed","UP","7.62829112490764","0.7299270072992701","0.6818181818181818","0.3333333333333333","0.4477611940298507","33.0","15","7","85","30"
"DOPAMINE D4","Ki","NA","137","Smile SVC Poly classification","0.7509661835748785","Fixed","UP","7.62829112490764","0.6715328467153284","0.0","0.0","0.0","33.0","0","0","92","45"
"5-HT Transporter","Ki","NA","166","Smile SVC Tanimoto classification","0.8273546273546277","Fixed","UP","6.379951077510515","0.7891566265060241","0.6785714285714286","0.6909090909090909","0.6846846846846847","33.0","38","18","93","17"
"5-HT Transporter","Ki","NA","166","Weka RF on folded fp classification","0.8270270270270275","Fixed","UP","6.379951077510515","0.7349397590361446","0.6666666666666666","0.4","0.5","33.0","22","11","100","33"
"5-HT Transporter","Ki","NA","166","Weka RF classification","0.8265356265356265","Fixed","UP","6.379951077510515","0.7710843373493976","0.673469387755102","0.6","0.6346153846153846","33.0","33","16","95","22"
"5-HT Transporter","Ki","NA","166","Smile Bernoulli NB classification","0.8237510237510238","Fixed","UP","6.379951077510515","0.7048192771084337","0.5340909090909091","0.8545454545454545","0.6573426573426572","33.0","47","41","70","8"
"5-HT Transporter","Ki","NA","166","Smile SVC Poly classification","0.7944307944307945","Fixed","UP","6.379951077510515","0.6686746987951807","0.0","0.0","0.0","33.0","0","0","111","55"
"5-HT Transporter","Ki","NA","166","Smile SVC RBF classification","0.7131859131859132","Fixed","UP","6.379951077510515","0.7289156626506024","0.6470588235294118","0.4","0.49438202247191015","33.0","22","12","99","33"
"HISTAMINE H1","Ki","NA","215","Smile SVC Tanimoto classification","0.9287949921752736","Fixed","UP","7.092495142786917","0.8790697674418605","0.8169014084507042","0.8169014084507042","0.8169014084507042","33.0","58","13","131","13"
"HISTAMINE H1","Ki","NA","215","Weka RF classification","0.9173024256651019","Fixed","UP","7.092495142786917","0.8418604651162791","0.7846153846153846","0.7183098591549296","0.75","33.0","51","14","130","20"
"HISTAMINE H1","Ki","NA","215","Weka RF on folded fp classification","0.9131455399061024","Fixed","UP","7.092495142786917","0.8651162790697674","0.92","0.647887323943662","0.7603305785123967","33.0","46","4","140","25"
"HISTAMINE H1","Ki","NA","215","Smile Bernoulli NB classification","0.8967136150234741","Fixed","UP","7.092495142786917","0.7441860465116279","0.5727272727272728","0.8873239436619719","0.6961325966850829","33.0","63","47","97","8"
"HISTAMINE H1","Ki","NA","215","Smile SVC Poly classification","0.8911384976525809","Fixed","UP","7.092495142786917","0.6697674418604651","0.0","0.0","0.0","33.0","0","0","144","71"
"HISTAMINE H1","Ki","NA","215","Smile SVC RBF classification","0.8467331768388109","Fixed","UP","7.092495142786917","0.8232558139534883","0.851063829787234","0.5633802816901409","0.6779661016949153","33.0","40","7","137","31"
"5-HT1B","Ki","NA","201","Smile Bernoulli NB classification","0.8611672278338951","Fixed","UP","6.246837773567669","0.6567164179104478","0.488","0.9242424242424242","0.6387434554973821","33.0","61","64","71","5"
